,node1,n1_isTP1_dnb,n1_isTP2_dnb,node2,n2_isTP1_dnb,n2_isTP2_dnb,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12
HNRNPF_SNRPB2,HNRNPF,1,,SNRPB2,,1,,,,,,,,1,,,,
POLD4_RAD51C,POLD4,1,1,RAD51C,,,,,,,,,,1,,,,
ETS1_SOCS1,ETS1,,,SOCS1,1,1,,,,,,,,1,,,,
CETN2_PPP2R1A,CETN2,,1,PPP2R1A,,1,,,,,,,,1,,,,
MYO1C_NCK1,MYO1C,,,NCK1,1,1,,,,,,,,1,,,,
POLR2J_XAB2,POLR2J,1,1,XAB2,,,,,,,,,,1,,,,
EGFR_RHOA,EGFR,1,,RHOA,,1,,,,,,,,1,,1,,
IMPDH2_PFAS,IMPDH2,,,PFAS,,1,,,,,,,,1,,,,
ILK_ZYX,ILK,,,ZYX,1,1,,,,,,,,1,,,1,
RPL29_RPL6,RPL29,,1,RPL6,1,1,,,,,,,,1,,,,
DDX18_RRP1B,DDX18,,,RRP1B,1,,,,,,,,,1,,,,
RPS2_TUFM,RPS2,1,1,TUFM,,1,,,,,,,,1,,,,
CENPH_H2AFZ,CENPH,,,H2AFZ,1,1,,,,,,,,1,,1,,
CHL1_ITGB1,CHL1,,,ITGB1,,1,,,,,,,,1,,,,1
RPL35A_RPL9,RPL35A,,1,RPL9,,1,,,,,,,,1,,,,
RBMX_SF3B2,RBMX,1,1,SF3B2,1,1,,,,,,,,1,,,,
PTK2_TGFB1I1,PTK2,1,,TGFB1I1,,,,,,,,,,1,,,1,1
RPL12_RPL24,RPL12,1,1,RPL24,,,,,,,,,,1,,,,
RPL13A_RPL27,RPL13A,1,1,RPL27,1,1,,,,,,,,1,,,,
PIK3CD_PLCB3,PIK3CD,1,1,PLCB3,,1,,,,,,,,1,1,1,1,1
COPS6_COPS8,COPS6,,,COPS8,1,,,,,,,,,1,1,,1,1
DVL1_RAC2,DVL1,1,,RAC2,,1,,,,,,,,1,,,,
H2AFJ_WDR5,H2AFJ,,1,WDR5,1,1,,,,,,,,1,,1,,
EPN1_PPP3CA,EPN1,,1,PPP3CA,,,,,,,,,,1,,,,
RPS3_SEC11A,RPS3,1,1,SEC11A,,,,,,,,,,1,,,,
RPL34_RPL9,RPL34,,1,RPL9,,1,,,,,,,,1,,,,
ANXA5_CASP3,ANXA5,,,CASP3,,1,,,,,,,,1,,,1,1
RPL30_RPS6,RPL30,,,RPS6,1,1,,,,,,,,1,,,,
RPL7A_RPS5,RPL7A,,1,RPS5,1,1,,,,,,,,1,,,,
QTRT1_USP14,QTRT1,,,USP14,,,,,,,,,,1,,1,,
ARF4_TMED9,ARF4,1,1,TMED9,,1,,,,,,,,1,,,1,1
NCK1_WASF1,NCK1,1,1,WASF1,1,,,,,,,,,1,,,,1
GADD45GIP1_MRPL10,GADD45GIP1,1,1,MRPL10,,1,,,,,,,,1,,,,
LSM3_SNRPD1,LSM3,,,SNRPD1,,1,,,,,,,,1,,,,
LSM7_SNRNP200,LSM7,,,SNRNP200,1,1,,,,,,,,1,,,,
RNF4_TRIM11,RNF4,,1,TRIM11,,1,,,,,,,,1,,,,
RPL10A_RPS3A,RPL10A,1,1,RPS3A,,1,,,,,,,,1,,,,
RPLP0_TPT1,RPLP0,,1,TPT1,,1,,,,,,,,1,,,,
EGFR_ITSN1,EGFR,1,,ITSN1,,,,,,,,,,1,,1,1,1
CD59_TMED9,CD59,,,TMED9,,1,,,,,,,,1,,,,
ALYREF_NUP62,ALYREF,1,1,NUP62,1,,,,,,,,,1,,,,
CCT8_TUBA1B,CCT8,1,,TUBA1B,1,,,,,,,,,1,,,,
LDHB_TST,LDHB,,1,TST,,,,,,,,,,1,,,,
RPS15A_RPS19,RPS15A,,1,RPS19,,1,,,,,,,,1,,,,
SPSB2_UBE2L3,SPSB2,1,,UBE2L3,1,1,,,,,,,,1,,,1,
MRPS17_MRPS30,MRPS17,1,1,MRPS30,1,1,,,,,,,,1,,,,
HLA-G_OASL,HLA-G,,,OASL,,1,,,,,,,,1,1,1,1,1
AK9_POLR3H,AK9,,,POLR3H,1,,,,,,,,,1,,,,
MRPL11_MRPL18,MRPL11,1,1,MRPL18,1,1,,,,,,,,1,,,,
ORC3_POLE4,ORC3,1,1,POLE4,1,,,,,,,,,1,,,,
CCT7_HSPE1,CCT7,,,HSPE1,,,,,,,,,,1,,,,
BRCA1_RAD51,BRCA1,1,1,RAD51,,1,,,,,,,,1,,,,
ARPC3_RAC1,ARPC3,,,RAC1,1,1,,,,,,,,1,,,,
RPL14_RPL4,RPL14,,1,RPL4,1,1,,,,,,,,1,,,,
PQBP1_SF3B5,PQBP1,1,1,SF3B5,,,,,,,,,,1,,,,
ACTN4_MAGED2,ACTN4,1,,MAGED2,,,,,,,,,,1,,,1,1
NOP14_TEX10,NOP14,1,,TEX10,,,,,,,,,,1,,,,
IMP4_PUM3,IMP4,1,,PUM3,1,1,,,,,,,,1,,,,1
MRPL12_MRTO4,MRPL12,1,,MRTO4,1,1,,,,,,,,1,,,,
CGN_TGFB1,CGN,,1,TGFB1,,1,,,,,,,,1,,,,
MRPL12_MRPS34,MRPL12,1,,MRPS34,,1,,,,,,,,1,,,,1
BIRC2_PSMB8,BIRC2,,,PSMB8,,1,,,,,,,,1,,,,
SARNP_SRSF7,SARNP,,1,SRSF7,1,,,,,,,,,1,,,,
TUBA1B_TUBB,TUBA1B,1,,TUBB,1,,,,,,,,,1,,,,
NOC2L_TSR1,NOC2L,1,,TSR1,1,,,,,,,,,1,,,,
DDX56_TWISTNB,DDX56,1,1,TWISTNB,1,,,,,,,,,1,,,1,
SUMO2_UBA52,SUMO2,,,UBA52,1,,,,,,,,,1,1,,,
POLD1_XRCC5,POLD1,,,XRCC5,1,,,,,,,,,1,,,,
NUDT21_PQBP1,NUDT21,1,1,PQBP1,1,1,,,,,,,,1,,,,1
ALYREF_ELAVL1,ALYREF,1,1,ELAVL1,1,,,,,,,,,1,,,,
HNRNPD_SNRNP70,HNRNPD,1,1,SNRNP70,1,1,,,,,,,,1,,,,
RPL15_RSL24D1,RPL15,,1,RSL24D1,,,,,,,,,,1,,,,
POLD1_RFC3,POLD1,,,RFC3,1,,,,,,,,,1,,,,
NOP56_RPS9,NOP56,1,,RPS9,1,1,,,,,,,,1,,,,
BIRC5_CDC20,BIRC5,1,,CDC20,1,,,,,,,,,1,,1,,
HRAS_RACK1,HRAS,1,1,RACK1,1,1,,,,,,,,1,,,,
MRPL12_MRPS15,MRPL12,1,,MRPS15,,1,,,,,,,,1,,,,
NUP93_SNRPD1,NUP93,,1,SNRPD1,,1,,,,,,,,1,,,,
PSMB9_PSME2,PSMB9,1,,PSME2,,,,,,,,,,1,,,,
RPL39_RPL41,RPL39,,1,RPL41,,1,,,,,,,,1,,,,
POLR2L_SF3B5,POLR2L,1,1,SF3B5,,,,,,,,,,1,,,,
CCT7_PFDN2,CCT7,,,PFDN2,,1,,,,,,,,1,,,,
MRPS12_NHP2,MRPS12,1,1,NHP2,1,,,,,,,,,1,,,,
ECM1_EGF,ECM1,,,EGF,,1,,,,,,,,1,1,,1,1
A2M_VWF,A2M,,,VWF,,1,,,,,,,,1,1,1,1,1
HNRNPU_PTBP1,HNRNPU,1,,PTBP1,,,,,,,,,,1,,,,
GAB2_RHOA,GAB2,,1,RHOA,,1,,,,,,,,1,,,1,1
LSM4_SNRPF,LSM4,,1,SNRPF,,,,,,,,,,1,,,,
RNF123_RNF126,RNF123,,1,RNF126,,,,,,,,,,1,,,,
MRPS15_MRPS24,MRPS15,,1,MRPS24,,1,,,,,,,,1,,,,
MRPL41_MRPS18C,MRPL41,,,MRPS18C,,1,,,,,,,,1,,,,
AKT1_SFN,AKT1,1,,SFN,1,1,,,,,,,,1,,,1,1
RPL17_RPL35A,RPL17,,1,RPL35A,,1,,,,,,,,1,,,,
RPS18_RPS27,RPS18,,1,RPS27,,1,,,,,,,,1,,,,
ALYREF_NCBP1,ALYREF,1,1,NCBP1,1,,,,,,,,,1,,,,
ARPC2_RAB5B,ARPC2,,,RAB5B,,1,,,,,,,,1,,,1,1
MRPS15_RPL8,MRPS15,,1,RPL8,1,1,,,,,,,,1,,,,
PRPF19_U2AF1,PRPF19,,,U2AF1,,,,,,,,,,1,,,,
NLRX1_TRIM25,NLRX1,,,TRIM25,,1,,,,,,,,1,,,,
PHF12_SIN3B,PHF12,,,SIN3B,,1,,,,,,,,1,,,,
ALYREF_NDC1,ALYREF,1,1,NDC1,1,,,,,,,,,1,,,,
MRPL3_MRPS34,MRPL3,1,,MRPS34,,1,,,,,,,,1,,,,
MAPK12_TAB1,MAPK12,1,,TAB1,,,,,,,,,,1,,,,
PNKP_XRCC5,PNKP,,,XRCC5,1,,,,,,,,,1,,,,
PELP1_SRC,PELP1,1,1,SRC,1,1,,,,,,,,1,,,,
SF3B2_SNRNP200,SF3B2,1,1,SNRNP200,1,1,,,,,,,,1,,,,
RPL27A_RPS27,RPL27A,,1,RPS27,,1,,,,,,,,1,,,,
H2AFZ_UBTF,H2AFZ,1,1,UBTF,1,1,,,,,,,,1,,1,,
POLE4_RAD51,POLE4,1,,RAD51,,1,,,,,,,,1,,,,
NF1_RASA3,NF1,1,,RASA3,,,,,,,,,,1,,1,,1
RPL6_SRP72,RPL6,1,1,SRP72,,1,,,,,,,,1,,,,
TIMM17A_TOMM40,TIMM17A,,,TOMM40,1,1,,,,,,,,1,,,,
CCL21_CXCR6,CCL21,,,CXCR6,,,,,,,,,,1,1,1,,1
POLD4_POLE4,POLD4,1,1,POLE4,1,,,,,,,,,1,,,,
PPIH_SNRNP27,PPIH,1,1,SNRNP27,,1,,,,,,,,1,1,,1,
NSF_TMED2,NSF,,,TMED2,1,1,,,,,,,,1,,,,
CHEK1_NELFB,CHEK1,1,1,NELFB,,,,,,,,,,1,,,,
MRPS14_RPL29,MRPS14,,,RPL29,,1,,,,,,,,1,,,1,
TMED9_YKT6,TMED9,,1,YKT6,1,1,,,,,,,,1,,,,
PHAX_TAF9,PHAX,,,TAF9,,,,,,,,,,1,,,,
CES1_CES4A,CES1,,,CES4A,,,,,,,,,,1,,,,1
MTHFD1_PFAS,MTHFD1,,,PFAS,,1,,,,,,,,1,,,,
CSTF2_SF3A3,CSTF2,1,1,SF3A3,,1,,,,,,,,1,,,,
ACTB_IRF5,ACTB,,1,IRF5,1,,,,,,,,,1,,1,,
INPP5E_SACM1L,INPP5E,1,,SACM1L,,,,,,,,,,1,,,,
ATP6V0A1_ATP6V1C2,ATP6V0A1,,,ATP6V1C2,,,,,,,,,,1,,,,1
ANAPC11_H2AFZ,ANAPC11,,1,H2AFZ,1,1,,,,,,,,1,,,,1
EPN1_SH3KBP1,EPN1,,1,SH3KBP1,,,,,,,,,,1,,,,
PES1_UTP4,PES1,1,,UTP4,1,,,,,,,,,1,,,,
HRAS_IQGAP1,HRAS,1,1,IQGAP1,1,,,,,,,,,1,,,,
RPS23_RPS27,RPS23,1,1,RPS27,,1,,,,,,,,1,,,,
RPL27_RPL5,RPL27,1,1,RPL5,,,,,,,,,,1,,,,
ALOX12B_CYP4F3,ALOX12B,,,CYP4F3,,,,,,,,,,1,,1,1,1
NUP205_NUP35,NUP205,1,,NUP35,1,1,,,,,,,,1,,,,
ARFGAP1_KIF22,ARFGAP1,1,1,KIF22,,,,,,,,,,1,,,,
NOC4L_UTP14A,NOC4L,1,1,UTP14A,1,1,,,,,,,,1,,,,
MRPL12_RPL35,MRPL12,1,,RPL35,1,1,,,,,,,,1,,,,
AJUBA_SUZ12,AJUBA,,,SUZ12,,,,,,,,,,1,,1,,
AK3_NME4,AK3,,,NME4,,,,,,,,,,1,,,,1
KLC1_SURF4,KLC1,,1,SURF4,1,1,,,,,,,,1,,,,
PQBP1_PRPF4,PQBP1,1,1,PRPF4,1,,,,,,,,,1,,,,
RPL14_RPL30,RPL14,,1,RPL30,,,,,,,,,,1,,,,
CTSZ_MCFD2,CTSZ,,1,MCFD2,,1,,,,,,,,1,,,1,1
GNG5_MC1R,GNG5,1,1,MC1R,,,,,,,,,,1,,,1,1
PTBP1_SNRNP40,PTBP1,,,SNRNP40,1,,,,,,,,,1,,,,
CETN2_PLK1,CETN2,,1,PLK1,1,1,,,,,,,,1,,,,
EFTUD2_HNRNPA3,EFTUD2,1,,HNRNPA3,,1,,,,,,,,1,,,,
ABHD5_GPAT4,ABHD5,,,GPAT4,,1,,,,,,,,1,,,,
LRRK2_SNCA,LRRK2,,,SNCA,,1,,,,,,,,1,1,1,1,1
RPL29_RPL3,RPL29,,1,RPL3,1,1,,,,,,,,1,,,,
MRPL24_MRPS10,MRPL24,1,,MRPS10,,1,,,,,,,,1,,,,
RPL37A_RPS19,RPL37A,,1,RPS19,,1,,,,,,,,1,,,,
MRPL1_RPS15,MRPL1,,1,RPS15,1,1,,,,,,,,1,,,,
RPL13A_RPS18,RPL13A,1,1,RPS18,,1,,,,,,,,1,,,,
LSM2_LSM4,LSM2,1,,LSM4,,1,,,,,,,,1,,,,
PPP3R1_YWHAE,PPP3R1,,,YWHAE,1,,,,,,,,,1,,1,,
GNA12_RHOA,GNA12,,,RHOA,,1,,,,,,,,1,,,,
ACTB_IQGAP1,ACTB,,1,IQGAP1,1,,,,,,,,,1,,,,1
SNRPD1_SNRPF,SNRPD1,,1,SNRPF,,,,,,,,,,1,,,,
RPL24_SPCS1,RPL24,,,SPCS1,,1,,,,,,,,1,,,,
GTF3A_POLR3D,GTF3A,,1,POLR3D,,,,,,,,,,1,,,,1
RPL39_RPS19,RPL39,,1,RPS19,,1,,,,,,,,1,,,,
HNRNPUL1_SNRNP70,HNRNPUL1,1,,SNRNP70,1,1,,,,,,,,1,,,,
MRPL18_MRPS12,MRPL18,1,1,MRPS12,1,1,,,,,,,,1,,,,
SRSF10_SRSF3,SRSF10,,,SRSF3,1,,,,,,,,,1,,,,
EIF2S2_RPL14,EIF2S2,,1,RPL14,,1,,,,,,,,1,,,1,
POLE4_RFC4,POLE4,1,,RFC4,1,,,,,,,,,1,,,,
IMP4_SDAD1,IMP4,1,,SDAD1,1,,,,,,,,,1,,,,1
HNRNPM_PTBP1,HNRNPM,1,1,PTBP1,,,,,,,,,,1,,,,
SEC61A1_SRP68,SEC61A1,,,SRP68,,,,,,,,,,1,,,,
FZD1_KREMEN2,FZD1,,,KREMEN2,,,,,,,,,,1,,1,1,1
RPS3_RPSA,RPS3,1,1,RPSA,1,1,,,,,,,,1,,,,
CCNA2_MCM2,CCNA2,1,,MCM2,1,,,,,,,,,1,,,,
CYC1_TIMM44,CYC1,,,TIMM44,1,,,,,,,,,1,,,,
MRPL13_MTIF2,MRPL13,1,,MTIF2,1,1,,,,,,,,1,,,,
FTSJ3_RRS1,FTSJ3,1,,RRS1,1,,,,,,,,,1,,,,
AGPAT4_GPAT4,AGPAT4,,,GPAT4,,1,,,,,,,,1,,,,
RAD23A_UBE2I,RAD23A,,,UBE2I,,,,,,,,,,1,,,,
SNRPD1_SRSF2,SNRPD1,,1,SRSF2,1,1,,,,,,,,1,,1,,
AJUBA_TUBB4A,AJUBA,,,TUBB4A,,1,,,,,,,,1,1,1,1,1
EIF3E_RPS4X,EIF3E,,1,RPS4X,,1,,,,,,,,1,,,,
RPL18_RPS7,RPL18,,1,RPS7,,1,,,,,,,,1,,,,
RPL39_RPL9,RPL39,,1,RPL9,,1,,,,,,,,1,,,,
FBL_NOC4L,FBL,1,1,NOC4L,1,1,,,,,,,,1,,,,
GJA1_MYO6,GJA1,,,MYO6,,,,,,,,,,1,,,,1
MRPS10_MRPS12,MRPS10,,1,MRPS12,1,1,,,,,,,,1,,,,
ARFGAP1_KIF2C,ARFGAP1,1,1,KIF2C,1,,,,,,,,,1,,,,
GOT2_LDHB,GOT2,,,LDHB,,1,,,,,,,,1,,,,
CTPS1_ENTPD3,CTPS1,,,ENTPD3,,,,,,,,,,1,,,,
RPL21_RPS13,RPL21,,1,RPS13,,,,,,,,,,1,,,,
GPX1_GSTO1,GPX1,,,GSTO1,,1,,,,,,,,1,,1,,1
H2AFZ_NFKB1,H2AFZ,1,1,NFKB1,,1,,,,,,,,1,,1,,
NGEF_SRC,NGEF,,1,SRC,1,1,,,,,,,,1,,,,1
IFI30_IRF5,IFI30,,,IRF5,1,,,,,,,,,1,,1,,
GTF2F1_NELFE,GTF2F1,,,NELFE,,,,,,,,,,1,,,,
RPN2_RPS3,RPN2,,1,RPS3,1,1,,,,,,,,1,,,,
ALYREF_SRRM1,ALYREF,1,1,SRRM1,,1,,,,,,,,1,,,,
MRPS35_TUFM,MRPS35,1,,TUFM,,1,,,,,,,,1,,,,
GP1BB_VWF,GP1BB,,1,VWF,,1,,,,,,,,1,,,,1
HNRNPU_LSM4,HNRNPU,1,,LSM4,,1,,,,,,,,1,,,,
RPL15_RPS8,RPL15,,1,RPS8,1,1,,,,,,,,1,,,,
RPS24_RPS27,RPS24,,1,RPS27,,1,,,,,,,,1,,,,
CETN2_TUBB,CETN2,,1,TUBB,1,,,,,,,,,1,,,,
DNAJC8_RNPS1,DNAJC8,1,1,RNPS1,1,1,,,,,,,,1,,,,
HNRNPK_SF3B2,HNRNPK,1,,SF3B2,1,1,,,,,,,,1,,1,,
RPL11_RPS4X,RPL11,,,RPS4X,,1,,,,,,,,1,,,,
H2AFZ_HDAC5,H2AFZ,1,1,HDAC5,,,,,,,,,,1,,1,,
COPG1_TMED9,COPG1,,1,TMED9,,1,,,,,,,,1,,,1,1
RPL38_RPS23,RPL38,,1,RPS23,1,1,,,,,,,,1,,,,
MRPS10_MRPS34,MRPS10,,1,MRPS34,,1,,,,,,,,1,,,,
CGN_RHOA,CGN,,1,RHOA,,1,,,,,,,,1,,,,
U2AF2_USP39,U2AF2,,,USP39,1,1,,,,,,,,1,,,,
RPS27_RPS3A,RPS27,,1,RPS3A,,1,,,,,,,,1,,,,
ANK3_ARCN1,ANK3,1,1,ARCN1,1,,,,,,,,,1,,,,1
BIN1_RAB5A,BIN1,,1,RAB5A,,1,,,,,,,,1,1,1,,
CDK1_SFN,CDK1,1,,SFN,1,1,,,,,,,,1,1,1,1,1
NCOA1_THRB,NCOA1,,,THRB,,,,,,,,,,1,,,,
CERS4_PLPP1,CERS4,,,PLPP1,,,,,,,,,,1,,,,1
ANAPC11_H2AFV,ANAPC11,,1,H2AFV,,1,,,,,,,,1,,,,
FCF1_WDR46,FCF1,1,,WDR46,1,1,,,,,,,,1,,,,
STRAP_ZPR1,STRAP,,,ZPR1,,,,,,,,,,1,,,,
PCNA_POLR2L,PCNA,1,1,POLR2L,1,1,,,,,,,,1,,,,
RPL4_UPF3A,RPL4,1,1,UPF3A,,,,,,,,,,1,,,1,
GPC1_ROBO1,GPC1,,,ROBO1,,1,,,,,,,,1,,1,1,1
FBL_WDR36,FBL,1,1,WDR36,1,,,,,,,,,1,,,,
SUMO1_UBE2I,SUMO1,,1,UBE2I,,,,,,,,,,1,,,,
FBXO2_SMURF2,FBXO2,,1,SMURF2,1,1,,,,,,,,1,,,,
ATP6AP1_ATP6V1C2,ATP6AP1,,,ATP6V1C2,,,,,,,,,,1,1,1,,1
BYSL_TSR1,BYSL,1,,TSR1,1,,,,,,,,,1,,,,
CUL3_FBXW5,CUL3,1,1,FBXW5,,1,,,,,,,,1,,,,
TNFRSF11A_TNFRSF13C,TNFRSF11A,,,TNFRSF13C,,,,,,,,,,1,,1,,1
GBP2_IRF5,GBP2,,,IRF5,1,,,,,,,,,1,,,,1
ACTN4_TPM3,ACTN4,1,,TPM3,,,,,,,,,,1,,,,
KIFAP3_RAB1B,KIFAP3,,,RAB1B,1,1,,,,,,,,1,,,,
CUL7_WWP1,CUL7,1,,WWP1,,,,,,,,,,1,,,,1
BTBD1_ZBTB16,BTBD1,,,ZBTB16,1,1,,,,,,,,1,,,1,1
RPS25_RPS4X,RPS25,,1,RPS4X,,1,,,,,,,,1,1,,,
MRPL10_MRPL58,MRPL10,,1,MRPL58,,,,,,,,,,1,,,,
MRPS15_RPS5,MRPS15,,1,RPS5,1,1,,,,,,,,1,,,,
POLD1_USP43,POLD1,,,USP43,,,,,,,,,,1,,,,
NUP35_SLBP,NUP35,1,1,SLBP,,,,,,,,,,1,,,,
CDK1_NUDC,CDK1,1,,NUDC,1,,,,,,,,,1,1,1,,
RPL3_RPS29,RPL3,1,1,RPS29,,1,,,,,,,,1,,,,
HDAC5_YWHAE,HDAC5,,,YWHAE,1,,,,,,,,,1,,1,,
SKP2_UBA1,SKP2,1,1,UBA1,1,1,,,,,,,,1,,,,1
SELENOP_TGFB1,SELENOP,,,TGFB1,,1,,,,,,,,1,,1,1,1
RPL35A_RPS14,RPL35A,,1,RPS14,1,,,,,,,,,1,,1,,
IMP3_RRP36,IMP3,1,1,RRP36,1,,,,,,,,,1,,1,,
CNKSR1_IQGAP1,CNKSR1,,,IQGAP1,1,,,,,,,,,1,,,,
NRAS_RIN1,NRAS,1,1,RIN1,,,,,,,,,,1,,,,
MAPK13_STMN1,MAPK13,,1,STMN1,,,,,,,,,,1,,1,,
CTSD_RAB5A,CTSD,,1,RAB5A,,1,,,,,,,,1,,,,
CETN2_RAD23A,CETN2,,1,RAD23A,,,,,,,,,,1,,,,1
HIST1H2BD_RAD51C,HIST1H2BD,1,,RAD51C,,,,,,,,,,1,,1,,
MRPL9_MTIF2,MRPL9,,1,MTIF2,1,1,,,,,,,,1,,,,
ADH6_GSTT2B,ADH6,,,GSTT2B,,,,,,,,,,1,,1,,
PPP2R5B_YWHAB,PPP2R5B,,,YWHAB,,1,,,,,,,,1,,,,
BUB3_KNL1,BUB3,1,1,KNL1,1,1,,,,,,,,1,,,,
GADD45GIP1_MRPS10,GADD45GIP1,1,1,MRPS10,,1,,,,,,,,1,,,,
STX17_STX4,STX17,,,STX4,,1,,,,,,,,1,,,,1
PPP2R5C_YWHAB,PPP2R5C,1,1,YWHAB,,1,,,,,,,,1,,,,
CGN_PRKCZ,CGN,,1,PRKCZ,1,,,,,,,,,1,,1,,
ALYREF_YBX1,ALYREF,1,1,YBX1,1,1,,,,,,,,1,,,,
CCT4_TUBA1B,CCT4,,,TUBA1B,1,,,,,,,,,1,,,,
RPL7A_RPS7,RPL7A,,1,RPS7,,1,,,,,,,,1,,,,
LSM4_SRSF1,LSM4,,1,SRSF1,1,1,,,,,,,,1,,,,
CCT4_TUBB6,CCT4,,,TUBB6,,,,,,,,,,1,,,,
RPS3_RPS8,RPS3,1,1,RPS8,1,1,,,,,,,,1,,,,
BTC_EGF,BTC,,,EGF,,1,,,,,,,,1,,,,
AK5_NME7,AK5,,,NME7,1,,,,,,,,,1,1,,1,1
HNRNPR_SF3B2,HNRNPR,,,SF3B2,1,1,,,,,,,,1,,1,,
RPL11_SRP14,RPL11,,,SRP14,,,,,,,,,,1,,1,1,1
RPL36_RPS27L,RPL36,,,RPS27L,,,,,,,,,,1,,,1,1
RNF114_UBA1,RNF114,,,UBA1,1,1,,,,,,,,1,,,,1
RPL29_RPS6,RPL29,,1,RPS6,1,1,,,,,,,,1,,,,
COL7A1_LAMB3,COL7A1,,1,LAMB3,,,,,,,,,,1,,1,,
CCAR1_PRPF8,CCAR1,,,PRPF8,,,,,,,,,,1,,,,
EGFR_PACSIN3,EGFR,1,,PACSIN3,,1,,,,,,,,1,,,,
SF3B5_SNRPC,SF3B5,,,SNRPC,1,,,,,,,,,1,,,,
ITPR3_ORAI2,ITPR3,,1,ORAI2,,,,,,,,,,1,1,1,,1
POLR2J_SNRPD1,POLR2J,1,1,SNRPD1,,1,,,,,,,,1,,,,
PAPOLA_PQBP1,PAPOLA,,1,PQBP1,1,1,,,,,,,,1,,,,
BUB3_PPP2R5A,BUB3,1,1,PPP2R5A,,,,,,,,,,1,,,,1
HRAS_PPP2R5A,HRAS,1,1,PPP2R5A,,,,,,,,,,1,,,,1
NDUFA4_NDUFAB1,NDUFA4,,,NDUFAB1,1,,,,,,,,,1,,,,
BRCA1_POLR2K,BRCA1,1,1,POLR2K,1,,,,,,,,,1,,,,
ALYREF_RBMX,ALYREF,1,1,RBMX,1,1,,,,,,,,1,,,,
AQP3_STX4,AQP3,,,STX4,,1,,,,,,,,1,,,,
EXOSC10_RRP9,EXOSC10,,,RRP9,1,1,,,,,,,,1,,1,,
RRP9_TEX10,RRP9,1,1,TEX10,,,,,,,,,,1,,,,
GRWD1_IMP4,GRWD1,1,,IMP4,1,,,,,,,,,1,,,,
SF3B2_SF3B5,SF3B2,1,1,SF3B5,,,,,,,,,,1,,,,
FBXW8_RBCK1,FBXW8,1,1,RBCK1,1,,,,,,,,,1,,,,1
HRAS_KITLG,HRAS,1,1,KITLG,,,,,,,,,,1,,,,
RPL35A_RPS3,RPL35A,,1,RPS3,1,1,,,,,,,,1,,1,,
RPL10A_RPS3,RPL10A,1,1,RPS3,1,1,,,,,,,,1,,,,
NFKB1_PRKCZ,NFKB1,,1,PRKCZ,1,,,,,,,,,1,,,,
PDCD11_PUM3,PDCD11,1,,PUM3,1,1,,,,,,,,1,,,,
PLA2G7_PLB1,PLA2G7,,,PLB1,,,,,,,,,,1,1,1,,1
RPL8_SNU13,RPL8,1,1,SNU13,1,1,,,,,,,,1,,1,,1
GRB2_SHC1,GRB2,1,1,SHC1,1,,,,,,,,,1,,,,
TNNC1_TPM1,TNNC1,,,TPM1,,,,,,,,,,1,,,,
PHC2_UBE2S,PHC2,,,UBE2S,1,1,,,,,,,,1,,,,
LDLRAP1_RAB5B,LDLRAP1,,,RAB5B,,1,,,,,,,,1,,,1,1
NCAPG2_NCAPH2,NCAPG2,,,NCAPH2,1,,,,,,,,,1,,,,
PLAUR_SRC,PLAUR,,,SRC,1,1,,,,,,,,1,,,,1
PPIL1_TXNL4A,PPIL1,1,,TXNL4A,1,1,,,,,,,,1,,,,
RPL18_RPL37A,RPL18,,1,RPL37A,,1,,,,,,,,1,,,,
GRB2_HRAS,GRB2,1,1,HRAS,1,1,,,,,,,,1,,1,,1
CETN2_PARP1,CETN2,,1,PARP1,1,,,,,,,,,1,,,,
AP2M1_AP3S1,AP2M1,,,AP3S1,,1,,,,,,,,1,,,,
CNIH1_TMED2,CNIH1,1,1,TMED2,1,1,,,,,,,,1,,,,
EIF3A_RPL4,EIF3A,1,,RPL4,1,1,,,,,,,,1,,,,
MRPL10_MRPS7,MRPL10,,1,MRPS7,1,1,,,,,,,,1,,,,
ADH7_UGT1A6,ADH7,,,UGT1A6,,,,,,,,,,1,,,,
RPS3A_RPS7,RPS3A,,1,RPS7,,1,,,,,,,,1,,,,
RPL14_RPL24,RPL14,,1,RPL24,,,,,,,,,,1,,,,
H2AFX_MTA2,H2AFX,1,1,MTA2,1,,,,,,,,,1,1,1,,1
TBCB_TUBB4A,TBCB,,,TUBB4A,,1,,,,,,,,1,,1,1,1
RPL41_RPS15A,RPL41,,1,RPS15A,,1,,,,,,,,1,,,,
EPN1_RAB5C,EPN1,,1,RAB5C,1,,,,,,,,,1,,,,1
ETV1_MAPK11,ETV1,,,MAPK11,1,1,,,,,,,,1,1,,1,1
COL17A1_COL4A1,COL17A1,,,COL4A1,,1,,,,,,,,1,1,1,1,1
CHP1_SLC9A1,CHP1,,,SLC9A1,,,,,,,,,,1,,,1,1
LRR1_UBE2S,LRR1,1,,UBE2S,1,1,,,,,,,,1,,,,
RHOA_TGFBR2,RHOA,,1,TGFBR2,,,,,,,,,,1,,,,
CSK_VWF,CSK,1,,VWF,,1,,,,,,,,1,,,,
RPL15_RPL24,RPL15,,1,RPL24,,,,,,,,,,1,,,,
RPS11_RPS3A,RPS11,,1,RPS3A,,1,,,,,,,,1,,,,
CHERP_PQBP1,CHERP,1,,PQBP1,1,1,,,,,,,,1,,,,1
MRPL13_RPL15,MRPL13,1,,RPL15,,1,,,,,,,,1,,,,
